realtime_start,realtime_end,date,value
2018-12-11,2018-12-11,2010-05-01,6932
2018-12-11,2018-12-11,2010-06-01,6902
2018-12-11,2018-12-11,2010-07-01,7243
2018-12-11,2018-12-11,2010-08-01,7330
2018-12-11,2018-12-11,2010-09-01,7101
2018-12-11,2018-12-11,2010-10-01,6793
2018-12-11,2018-12-11,2010-11-01,7630
2018-12-11,2018-12-11,2010-12-01,8482
2018-12-11,2018-12-11,2011-01-01,6244
2018-12-11,2018-12-11,2011-02-01,6488
2018-12-11,2018-12-11,2011-03-01,7530
2018-12-11,2018-12-11,2011-04-01,6896
2018-12-11,2018-12-11,2011-05-01,7086
2018-12-11,2018-12-11,2011-06-01,7039
2018-12-11,2018-12-11,2011-07-01,7241
2018-12-11,2018-12-11,2011-08-01,7685
2018-12-11,2018-12-11,2011-09-01,7450
2018-12-11,2018-12-11,2011-10-01,6967
2018-12-11,2018-12-11,2011-11-01,7931
2018-12-11,2018-12-11,2011-12-01,9029
2018-12-11,2018-12-11,2012-01-01,6866
2018-12-11,2018-12-11,2012-02-01,7169
2018-12-11,2018-12-11,2012-03-01,7784
2018-12-11,2018-12-11,2012-04-01,6872
2018-12-11,2018-12-11,2012-05-01,7683
2018-12-11,2018-12-11,2012-06-01,7378
2018-12-11,2018-12-11,2012-07-01,7551
2018-12-11,2018-12-11,2012-08-01,8064
2018-12-11,2018-12-11,2012-09-01,7439
2018-12-11,2018-12-11,2012-10-01,7260
2018-12-11,2018-12-11,2012-11-01,8260
2018-12-11,2018-12-11,2012-12-01,9216
2018-12-11,2018-12-11,2013-01-01,7297
2018-12-11,2018-12-11,2013-02-01,7089
2018-12-11,2018-12-11,2013-03-01,7875
2018-12-11,2018-12-11,2013-04-01,7314
2018-12-11,2018-12-11,2013-05-01,7834
2018-12-11,2018-12-11,2013-06-01,7558
2018-12-11,2018-12-11,2013-07-01,7977
2018-12-11,2018-12-11,2013-08-01,8461
2018-12-11,2018-12-11,2013-09-01,7848
2018-12-11,2018-12-11,2013-10-01,8059
2018-12-11,2018-12-11,2013-11-01,8842
2018-12-11,2018-12-11,2013-12-01,9195
2018-12-11,2018-12-11,2014-01-01,7201
2018-12-11,2018-12-11,2014-02-01,7227
2018-12-11,2018-12-11,2014-03-01,8104
2018-12-11,2018-12-11,2014-04-01,7791
2018-12-11,2018-12-11,2014-05-01,8384
2018-12-11,2018-12-11,2014-06-01,7881
2018-12-11,2018-12-11,2014-07-01,8403
2018-12-11,2018-12-11,2014-08-01,8734
2018-12-11,2018-12-11,2014-09-01,8371
2018-12-11,2018-12-11,2014-10-01,8441
2018-12-11,2018-12-11,2014-11-01,8950
2018-12-11,2018-12-11,2014-12-01,10231
2018-12-11,2018-12-11,2015-01-01,7964
2018-12-11,2018-12-11,2015-02-01,7514
2018-12-11,2018-12-11,2015-03-01,8616
2018-12-11,2018-12-11,2015-04-01,8261
2018-12-11,2018-12-11,2015-05-01,8893
2018-12-11,2018-12-11,2015-06-01,8576
2018-12-11,2018-12-11,2015-07-01,9110
2018-12-11,2018-12-11,2015-08-01,9148
2018-12-11,2018-12-11,2015-09-01,8967
2018-12-11,2018-12-11,2015-10-01,9108
2018-12-11,2018-12-11,2015-11-01,9488
2018-12-11,2018-12-11,2015-12-01,10925
2018-12-11,2018-12-11,2016-01-01,8188
2018-12-11,2018-12-11,2016-02-01,8395
2018-12-11,2018-12-11,2016-03-01,9281
2018-12-11,2018-12-11,2016-04-01,8629
2018-12-11,2018-12-11,2016-05-01,9036
2018-12-11,2018-12-11,2016-06-01,9157
2018-12-11,2018-12-11,2016-07-01,9235
2018-12-11,2018-12-11,2016-08-01,9639
2018-12-11,2018-12-11,2016-09-01,9621
2018-12-11,2018-12-11,2016-10-01,9160
2018-12-11,2018-12-11,2016-11-01,10089
2018-12-11,2018-12-11,2016-12-01,11038
2018-12-11,2018-12-11,2017-01-01,8480
2018-12-11,2018-12-11,2017-02-01,8471
2018-12-11,2018-12-11,2017-03-01,9945
2018-12-11,2018-12-11,2017-04-01,8878
2018-12-11,2018-12-11,2017-05-01,9755
2018-12-11,2018-12-11,2017-06-01,9717
2018-12-11,2018-12-11,2017-07-01,9588
2018-12-11,2018-12-11,2017-08-01,10246
2018-12-11,2018-12-11,2017-09-01,9879
2018-12-11,2018-12-11,2017-10-01,9851
2018-12-11,2018-12-11,2017-11-01,10915
2018-12-11,2018-12-11,2017-12-01,11636
2018-12-11,2018-12-11,2018-01-01,9016
2018-12-11,2018-12-11,2018-02-01,8816
2018-12-11,2018-12-11,2018-03-01,10353
2018-12-11,2018-12-11,2018-04-01,9527
2018-12-11,2018-12-11,2018-05-01,10286
2018-12-11,2018-12-11,2018-06-01,10103
2018-12-11,2018-12-11,2018-07-01,10113
2018-12-11,2018-12-11,2018-08-01,10615
2018-12-11,2018-12-11,2018-09-01,9928
